Date,From time,To time,Condition
18/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
18/7/2016,15:00,15:30,Maintenance of Tuas-Ayer Rajah 400kV feeder No.3 had been completed. The feeder has been normalized at 1513hrs .
19/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
19/7/2016,00:00,23:30,Outage of Generating Unit SNK CCP5 on 15 Jul 2016 at 1801Hrs was without Final Approval/Consent.
19/7/2016,00:00,23:30,Outage of Generating Unit JUR GT2 on 19 Jul 2016 at 0001Hrs was without Final Approval/Consent.
19/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
19/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
19/7/2016,10:30,11:00,Outage of Changi East/Changi Expo 66kV Feeder No. 2 on 19 Jul 2016 at 1036Hrs was without Final Approval/Consent.
19/7/2016,11:00,11:30,Forced outage of remaining SPPG-TNB interconnection Feeder No.2 on 19 Jul 2016 at 1107Hrs. System will be operating in isolated mode.
19/7/2016,11:30,12:00,SPPG-TNB interconnection No.2 resynchronised on 19 Jul 2016 at 1137Hrs.
20/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
20/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
20/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
20/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/7/2016,00:00,23:30,Outage of Generating Unit SNK CCP5 on 15 Jul 2016 at 1801Hrs was without Final Approval/Consent.
20/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/7/2016,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 20 Jul 2016 from 1403Hrs to 1511Hrs.
20/7/2016,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 20 Jul 2016 from 1410Hrs to 1510Hrs.
21/7/2016,00:00,23:30,Outage of Generating Unit SNK CCP5 on 15 Jul 2016 at 1801Hrs was without Final Approval/Consent.
21/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
21/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
21/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
21/7/2016,19:00,20:00,Fuel changeover test of Generating Unit SNK CCP4 was carried out and completed on 21 Jul 2016 at the following timing. Gas to Gas : From 1901Hrs - 1906Hrs. Gas to Gas : From 1937Hrs - 1943Hrs.
21/7/2016,19:00,20:00,Fuel changeover test of Generating Unit SNK CCP4 is anticipated to carry out on 21 Jul 2016 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 1931Hrs.
22/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
22/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
22/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
22/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/7/2016,00:00,23:30,Outage of Generating Unit SNK CCP5 on 15 Jul 2016 at 1801Hrs was without Final Approval/Consent.
22/7/2016,11:00,11:30,Outage of Tembusu/Jurong Island 230kV Feeder No. 2 on 22 Jul 2016 at 1123Hrs was without Final Approval/Consent.
23/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
23/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
23/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
23/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
24/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
24/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
24/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
25/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
25/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
25/7/2016,10:30,16:00,Outage of Generating Unit SEMBCCP3 on 25 Jul 2016 at 1031Hrs was without Final Approval/Consent.
25/7/2016,16:00,18:00,Outage of Generating Unit SEMBCCP3 on 25 Jul 2016 at 1601Hrs was without Final Approval/Consent.
25/7/2016,16:30,17:00,Maintenance of Tuas-Ayer Rajah 400kV feeder No.2 had been completed. 
25/7/2016,18:00,22:00,Outage of Generating Unit SEMBCCP3 on 25 Jul 2016 at 1801Hrs was without Final Approval/Consent.
25/7/2016,18:30,19:30,Fuel changeover test of Generating Unit SNKCCP3 is anticipated to carry out on 25 Jul 2016 at the following timing. 
25/7/2016,18:30,19:30,Fuel changeover test of Generating Unit SNKCCP3 was carried out and completed on 25 Jul 2016 at the following timing. 
25/7/2016,22:00,23:30,Outage of Generating Unit SEMBCCP3 on 25 Jul 2016 at 2201Hrs was without Final Approval/Consent.
26/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
26/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
26/7/2016,00:00,02:30,Outage of Generating Unit SEMB CCP3 on 26 Jul 2016 at 0001Hrs was without Final Approval/Consent.
26/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
26/7/2016,08:00,08:30,Forced outage of generating unit SEMBCCP3 at 62MW on 26 Jul 2016 at 08:02Hrs. 
27/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
27/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
27/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
27/7/2016,18:00,19:00,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 27 Jul 2016 at the following timing. 
27/7/2016,18:00,19:00,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 27 Jul 2016 at the following timing. 
28/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
28/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
28/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
29/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
29/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
29/7/2016,00:00,23:30,Outage of Ayer Rajah II 230kV 50MVar shunt reactor No. 3 on 29 Jun 2016 at 1531Hrs was without Final Approval/Consent.
30/7/2016,00:00,23:30,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
30/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
30/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2016,00:00,23:00,Tuas Power will be carrying out maintenance of its switchhouse requiring shutdown of 3 numbers of Tuas - Ayer Rajah 400kV circuits. The circuits will be shutdown
31/7/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/7/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
31/7/2016,16:30,17:00,Maintenance of Tuas-Ayer Rajah 400kV feeder No.1 had been completed. The feeder has been normalized at 1650hrs. 
1/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
1/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/8/2016,12:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
2/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
2/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
2/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/8/2016,08:00,23:30,ConocoPhillips Onshore Receiving Facility (ORF) maintenance work has completed on 03 Aug 2016 at 1427Hrs. ConocoPhilips ORF is back to normal operating mode.
2/8/2016,08:00,17:30,ConocoPhillips Onshore Receiving Facility (ORF) maintenance work has completed for 02 Aug 2016 at 1723Hrs. ConocoPhillips ORF is back to normal operating mode. Maintenance work will continue on 03 Aug 2016 at 0800Hrs.  
2/8/2016,08:00,23:30,ConocoPhillips Onshore Receiving Facility (ORF) will be carrying out maintenance work on 02 Aug 2016 and  03 Aug 2016  at 0800Hrs to 1600Hrs on each day. ConocoPhillips ORF will be in single point of failure mode.  
3/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
3/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
3/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/8/2016,00:00,16:00,ConocoPhillips Onshore Receiving Facility (ORF) maintenance work has completed on 03 Aug 2016 at 1427Hrs. ConocoPhilips ORF is back to normal operating mode.
3/8/2016,00:00,16:00,ConocoPhillips Onshore Receiving Facility (ORF) will be carrying out maintenance work on 02 Aug 2016 and  03 Aug 2016  at 0800Hrs to 1600Hrs on each day. ConocoPhillips ORF will be in single point of failure mode.  
3/8/2016,16:00,17:30,Load interrupted can be restored with immediate effect. 
3/8/2016,16:00,16:30,Forced outage of generating unit TUASCCP2 at 322MW on 03 Aug 2016 at 16:12Hrs. 
3/8/2016,16:00,16:30,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
4/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
4/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
5/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
5/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
5/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/8/2016,07:00,18:00,Outage of Generating Unit TMUC G2 on 05 Aug 2016 at 0701Hrs was without Final Approval/Consent.
6/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
6/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
6/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/8/2016,09:30,10:00,Outage of Sembcogen 230kV @ Banyan CB2-252 & CB 2-152 on 06 Aug 2016 at 0933Hrs was without Final Approval/Consent.
7/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
7/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
7/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/8/2016,17:30,23:30,Outage of Generating Unit TUASCCP1 on 07 Aug 2016 at 1745Hrs was without Final Approval/Consent.
8/8/2016,00:00,23:30,Outage of Generating Unit TUASCCP1 on 07 Aug 2016 at 1745Hrs was without Final Approval/Consent.
8/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/8/2016,00:00,23:30,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
8/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
8/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/8/2016,09:00,18:00,Outage of Generating Unit KMCBLK1-STGENR18 on 08 Aug 2016 at 0901Hrs was without Final Approval/Consent.
8/8/2016,09:00,18:00,Outage of Generating Unit KMCBLK2-STGENR18 on 08 Aug 2016 at 0901Hrs was without Final Approval/Consent.
8/8/2016,20:00,20:30,Forced outage of generating unit SHUL G1 at 7MW on 08 Aug 2016 at 20:01Hrs. 
9/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/8/2016,00:00,23:30,Outage of Generating Unit TUASCCP1 on 07 Aug 2016 at 1745Hrs was without Final Approval/Consent.
9/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/8/2016,00:00,08:00,Outage of Generating Unit INC:SNKO:GENR1-G2 on 01 Aug 2016 at 1213Hrs was without Final Approval/Consent.
9/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
10/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
10/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/8/2016,07:00,18:00,Fuel changeover test of Generating Unit TUAS CCP1 is anticipated to carry out on 10 Aug 2016 at the following timing. Gas to Diesel : At about 0701Hrs. Diesel to Gas : At about 1800Hrs.
10/8/2016,07:00,18:00,Fuel changeover test of Generating Unit TUAS CCP1 was carried out and completed on 10 Aug 2016 at the following timing. Gas to Diesel : From 0701Hrs - 0705Hrs. Diesel to Gas : From 1730Hrs - 1734Hrs.
10/8/2016,19:30,21:00,Fuel changeover test of Generating Unit SNK CCP2-GASTUR 3 was carried out and completed on 10 Aug 2016 at the following timing. Gas to Gas : From 1931Hrs - 1935Hrs. Gas to Gas : From 2037Hrs - 2041Hrs.
10/8/2016,19:30,21:00,Fuel changeover test of Generating Unit SNK CCP2-GASTUR 3 is anticipated to carry out on 10 Aug 2016 at the following timing. Gas to Gas : At about 1931Hrs. Gas to Gas : At about 2031Hrs.
11/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
12/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
12/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/8/2016,07:00,23:30,Outage of Generating Unit SNKCCP2-GASTUR4 on 12 Aug 2016 at 0701Hrs was without Final Approval/Consent.
12/8/2016,15:30,16:00,Forced outage of Generating Unit SKRA G2 - STGENR10 at 60MW on 12 Aug 2016 at 1545Hrs.
12/8/2016,20:30,21:30,Fuel changeover test of Generating Unit SNKCCP2 was carried out and completed on 12 Aug 2016 at the following timing. Gas to Diesel : From 2032Hrs - 2034Hrs. Diesel to Gas : From 2105Hrs - 2108Hrs.
12/8/2016,20:30,21:30,Fuel changeover test of Generating Unit SNKCCP2 is anticipated to carry out on 12 Aug 2016 at the following timing. Gas to Diesel : At about 2031Hrs. Diesel to Gas : At about 2101Hrs.
12/8/2016,21:30,22:00,Forced outage of Generating Unit SKRA G2 - STGENR10 at 19MW on 12 Aug 2016 at 2144Hrs.
13/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
13/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/8/2016,18:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
14/8/2016,00:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
14/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
14/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/8/2016,12:00,23:30,Outage of Generating Unit SER CCP4 on 14 Aug 2016 at 1201Hrs was without Final Approval/Consent.
15/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
15/8/2016,00:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
15/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/8/2016,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 15 Aug 2016 from 1405Hrs to 1505Hrs.
15/8/2016,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 15 Aug 2016 from 1402Hrs to 1509Hrs.
15/8/2016,21:00,22:00,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 15 Aug 2016 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
15/8/2016,21:00,22:00,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 15 Aug 2016 at the following timing. Gas to Diesel : From 2101Hrs - 2111Hrs. Diesel to Gas : From 2143Hrs - 2149Hrs.
16/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/8/2016,00:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
16/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
16/8/2016,18:00,19:00,Fuel changeover test of Generating Unit SER CCP4 is anticipated to carry out on 16 Aug 2016 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
16/8/2016,18:00,19:00,Fuel changeover test of Generating Unit SER CCP4 was carried out and completed on 16 Aug 2016 at the following timing. Gas to Diesel : From 1801Hrs - 1805Hrs. Diesel to Gas : From 1841Hrs - 1843Hrs.
17/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
17/8/2016,00:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
17/8/2016,19:00,20:30,Fuel changeover test of Generating Unit SER CCP1 was carried out and completed on 17 Aug 2016 at the following timing. Gas to Gas : From 1902Hrs - 1906Hrs. Gas to Gas : From 2001Hrs - 2003Hrs.
17/8/2016,19:00,20:30,Fuel changeover test of Generating Unit SER CCP1 is anticipated to carry out on 17 Aug 2016 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.
18/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
18/8/2016,00:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
18/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/8/2016,19:00,20:30,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 18 Aug 2016 at the following timing. Gas to Gas : From 1901Hrs - 1906Hrs. Gas to Gas : From 2001Hrs -2014Hrs.
18/8/2016,19:00,20:30,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 18 Aug 2016 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.
19/8/2016,00:00,23:30,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
19/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
19/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/8/2016,15:30,16:00,Forced outage of generating unit SERCCP4 at 326MW on 19 Aug 2016 at 15:51Hrs. 
19/8/2016,16:00,16:30,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
19/8/2016,17:00,17:30,Forced outage of generating unit SEMBCCP3 at 273MW on 19 Aug 2016 at 17:03Hrs. 
19/8/2016,17:30,23:30,Outage of Generating Unit SKRA G1 - GASTUR11 on 19 Aug 2016 at 1731Hrs was without Final Approval/Consent.
19/8/2016,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP4 is anticipated to carry out on 19 Aug 2016 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
19/8/2016,18:00,19:00,Generating Unit  TUAS CCP 4 has cancelled its Fuel changeover test on 19 Aug 2016.
19/8/2016,18:30,19:00,Load interrupted can be restored with immediate effect.
20/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/8/2016,00:00,23:30,Outage of Generating Unit SKRA G1 - GASTUR11 on 19 Aug 2016 at 1731Hrs was without Final Approval/Consent.
20/8/2016,00:00,18:00,Outage of Generating Unit SLNG G2 on 13 Aug 2016 at 1801Hrs was without Final Approval/Consent.
20/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
20/8/2016,09:30,23:30,Outage of Generating Unit SNK CCP1-GASTUR 1 on 20 Aug 2016 at 0931Hrs was without Final Approval/Consent.
21/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/8/2016,00:00,23:30,Outage of Generating Unit SKRA G1 - GASTUR11 on 19 Aug 2016 at 1731Hrs was without Final Approval/Consent.
21/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
22/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
