Date,From time,To time,Name,Latitude,Longitude,Condition
15/11/2019,21:00,22:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit TUASCCP3 was carried out and completed on 15 Nov 2019 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
15/11/2019,21:00,22:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit TUASCCP3 is anticipated to carry out on 15 Nov 2019 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
16/11/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit JUR GT2 on 04 Nov 2019 at 1931Hrs was without Final Approval/Consent.
16/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
16/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
16/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit SKRA G1 - GASTUR11 on 09 Nov 2019 at 0001Hrs was without Final Approval.
16/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Sakra Cogeneration Plant 230kV CB13-52 on 15 Nov 2019 at 1801Hrs was without Final Approval.
16/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
16/11/2019,9:30,17:00,PacificLight Power ,1.286848,103.722708,Outage of Tuas Power Station 400kV CB6-252 & CB6-352 on 16 Nov 2019 at 0950Hrs was without Final Approval.
16/11/2019,18:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Sakra Cogeneration Plant 230kV CB33-52 on 16 Nov 2019 at 1801Hrs was without Final Approval.
17/11/2019,0:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
17/11/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
17/11/2019,0:00,23:30,Shell Eastern Petroleum ,1.228974,103.767913,Outage of Generating Unit JUR GT2 on 04 Nov 2019 at 1931Hrs was without Final Approval/Consent.
17/11/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Sakra Cogeneration Plant 230kV CB13-52 on 15 Nov 2019 at 1801Hrs was without Final Approval.
17/11/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
17/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Sakra Cogeneration Plant 230kV CB33-52 on 16 Nov 2019 at 1801Hrs was without Final Approval.
18/11/2019,0:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Sakra Cogeneration Plant 230kV CB13-52 on 15 Nov 2019 at 1801Hrs was without Final Approval.
18/11/2019,0:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Generating Unit JUR GT2 on 04 Nov 2019 at 1931Hrs was without Final Approval/Consent.
18/11/2019,0:00,23:30,Tuaspring ,1.301691,103.623691,Outage of Sakra Cogeneration Plant 230kV CB33-52 on 16 Nov 2019 at 1801Hrs was without Final Approval.
18/11/2019,0:00,23:30,Tuaspring ,1.301691,103.623691,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
18/11/2019,0:00,23:30,Singapore Refining Company ,1.290862,103.712448,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
18/11/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
18/11/2019,9:30,10:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,High-Risk Operating State commence at 09:31Hrs on 18 Nov 2019. There is a Contingency Reserve Shortfall.
18/11/2019,10:00,10:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Normal Operating State
18/11/2019,10:30,11:00,Senoko Energy ,1.464911,103.798805,High-Risk Operating State commence at 10:31Hrs on 18 Nov 2019. There is a Contingency Reserve Shortfall.
18/11/2019,11:00,11:30,Senoko Energy ,1.464911,103.798805,Normal Operating State
18/11/2019,11:30,12:00,TP Utilities ,1.266428,103.672143,Outage of Pulau Seraya Switchhouse I 66kV Bus Section BS2-152 on 18 Nov 2019 at 1140Hrs was without Final Approval.
18/11/2019,14:30,15:00,TuasOne ,1.308372,103.631444,Forced outage of generating unit KMCBLK1 at 204MW on 18 Nov 2019 at 14:51Hrs. 
18/11/2019,15:00,15:30,Tuas Power Generation ,1.287521,103.640834,High-Risk Operating State commence at 15:01Hrs on 18 Nov 2019. There is a Contingency Reserve Shortfall.
18/11/2019,15:30,16:00,Senoko Energy ,1.464911,103.798805,Emergency Operating State commence at 15:31Hrs on 18 Nov 2019. There is a Contingency Reserve Shortfall.
18/11/2019,18:30,19:00,YTL PowerSeraya ,1.280212,103.719584,Normal Operating State
19/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Sakra Cogeneration Plant 230kV CB33-52 on 16 Nov 2019 at 1801Hrs was without Final Approval.
19/11/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Sakra Cogeneration Plant 230kV CB13-52 on 15 Nov 2019 at 1801Hrs was without Final Approval.
19/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
19/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
19/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
19/11/2019,9:30,10:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Normal Operating State
19/11/2019,18:30,19:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,High-Risk Operating State commence at 18:31Hrs on 19 Nov 2019. There is a Contingency Reserve Shortfall.
19/11/2019,19:00,19:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Emergency Operating State commence at 19:01Hrs on 19 Nov 2019. There is a Contingency Reserve Shortfall.
19/11/2019,19:30,20:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Normal Operating State
19/11/2019,21:00,22:00,TuasOne ,1.308372,103.631444,Fuel changeover test of Generating Unit TUASCCP4 is anticipated to carry out on 19 Nov 2019 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
19/11/2019,21:00,22:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit TUASCCP4 was carried out and completed on 19 Nov 2019 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2140Hrs - 2144Hrs.
20/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
20/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
20/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Sakra Cogeneration Plant 230kV CB13-52 on 15 Nov 2019 at 1801Hrs was without Final Approval.
20/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
20/11/2019,0:00,18:00,PacificLight Power ,1.286848,103.722708,Outage of Sakra Cogeneration Plant 230kV CB33-52 on 16 Nov 2019 at 1801Hrs was without Final Approval.
20/11/2019,11:00,11:30,Keppel Merlimau Cogen ,1.282498,103.675245,High-Risk Operating State commence at 11:01Hrs on 20 Nov 2019. There is a Contingency Reserve Shortfall.
20/11/2019,11:30,12:00,Keppel Merlimau Cogen ,1.282498,103.675245,Normal Operating State.
20/11/2019,21:00,22:00,Tuas Power Generation ,1.287521,103.640834,Fuel changeover test of Generating Unit TUAS CCP1 is anticipated to carry out on 20 Nov 2019 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
20/11/2019,21:00,21:30,Shell Eastern Petroleum ,1.228974,103.767913,TUAS CCP1 has cancelled its Fuel Changeover test on 20 Nov 2019.
21/11/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
21/11/2019,0:00,18:00,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Sakra Cogeneration Plant 230kV CB13-52 on 15 Nov 2019 at 1801Hrs was without Final Approval.
21/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 on 21 Nov 2019 at 0001Hrs was without Final Approval.
21/11/2019,0:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
21/11/2019,0:00,23:30,SembCorp Cogen ,1.256499,103.701611,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
21/11/2019,9:00,9:30,Tuaspring ,1.301691,103.623691,Outage of Seraya II 230kV CB3052 on 21 Nov 2019 at 0910Hrs was without Final Approval.
21/11/2019,13:30,14:00,Tuaspring ,1.301691,103.623691,Outage of Pulau Seraya Switchhouse II 230kV CB3152 on 21 Nov 2019 at 1356Hrs was without Final Approval.
21/11/2019,15:30,18:00,Singapore Refining Company ,1.290862,103.712448,Outage of Sakra Cogeneration Plant 230kV - Busbar 1 on 21 Nov 2019 at 1547Hrs was without Final Approval.
21/11/2019,19:00,20:30,TuasOne ,1.308372,103.631444,Fuel changeover test of Generating Unit SER CCP2  is anticipated to carry out on 21 Nov 2019 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.
21/11/2019,19:00,20:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 21 Nov 2019 at the following timing. Gas to Gas : From 1901Hrs - 1904Hrs. Gas to Gas : From 2005Hrs - 2008Hrs.
21/11/2019,21:00,22:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit TUAS CCP2 is anticipated to carry out on 21 Nov 2019 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
21/11/2019,21:00,22:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit TUAS CCP2 was carried out and completed on 21 Nov 2019 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
22/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 on 21 Nov 2019 at 0001Hrs was without Final Approval.
22/11/2019,0:00,23:30,TP Utilities ,1.266428,103.672143,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
22/11/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
22/11/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
22/11/2019,1:00,1:30,Senoko Energy ,1.464911,103.798805,Forced outage of Seraya S/H I / P. Merbau I 66kV Feeder No. 2 on 22 Nov 2019 at 0130Hrs.
23/11/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
23/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
23/11/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
23/11/2019,0:00,7:00,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 on 21 Nov 2019 at 0001Hrs was without Final Approval.
23/11/2019,7:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 on 23 Nov 2019 at 0701Hrs was without Final Approval.
23/11/2019,17:30,18:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Pulau Seraya Switch House II 230kV - CB3252 on 23 Nov 2019 at 1731Hrs was without Final Approval.
23/11/2019,19:30,20:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Pulau Seraya Switch House II 230kV - CB3352 on 23 Nov 2019 at 1937Hrs was without Final Approval.
23/11/2019,20:30,21:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Pulau Seraya Switch House II 230kV - CB3452 on 23 Nov 2019 at 2038Hrs was without Final Approval.
24/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
24/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
24/11/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit SKRA G2- GASTUR12 on 24 Nov 2019 at 0001Hrs was without Final Approval.
24/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 on 23 Nov 2019 at 0701Hrs was without Final Approval.
24/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
25/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
25/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SKRA G2- GASTUR12 on 24 Nov 2019 at 0001Hrs was without Final Approval.
25/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
25/11/2019,0:00,23:30,PacificLight Power ,1.286848,103.722708,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
25/11/2019,18:30,19:30,Keppel Merlimau Cogen ,1.282498,103.675245,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 25 Nov 2019 at the following timing. Gas to Diesel : At about 1831Hrs. Diesel to Gas : At about 1901Hrs.
25/11/2019,18:30,19:30,Keppel Merlimau Cogen ,1.282498,103.675245,Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 25 Nov 2019 at the following timing. Gas to Diesel : From 1831Hrs - 1834Hrs. Diesel to Gas : From 1905Hrs - 1907Hrs.
26/11/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
26/11/2019,0:00,23:30,Shell Eastern Petroleum ,1.228974,103.767913,Outage of Generating Unit SKRA G2 - GASTUR12 on 26 Nov 2019 at 0001Hrs was without Final Approval.
26/11/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
26/11/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
26/11/2019,18:30,19:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit SNKCCP2-GASTUR3 is anticipated to carry out on 26 Nov 2019 at the following timing. Gas to Diesel : At about 1831Hrs. Diesel to Gas : At about 1901Hrs.
26/11/2019,18:30,19:30,SembCorp Cogen ,1.256499,103.701611,Fuel changeover test of Generating Unit SNKCCP2- GASTUR3 was carried out and completed on 26 Nov 2019 at the following timing. Gas to Diesel : From 1831Hrs - 1835Hrs. Diesel to Gas : From 1906Hrs - 1908Hrs.
26/11/2019,21:00,22:00,SembCorp Cogen ,1.256499,103.701611,Fuel changeover test of Generating Unit TUASCCP1 was carried out and completed on 26 Nov 2019 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2140Hrs - 2144Hrs.
26/11/2019,21:00,22:00,Tuaspring ,1.301691,103.623691,Fuel changeover test of Generating Unit TUASCCP1 is anticipated to carry out on 26 Nov 2019 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
27/11/2019,0:00,23:30,Tuaspring ,1.301691,103.623691,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
27/11/2019,0:00,23:30,Singapore Refining Company ,1.290862,103.712448,Outage of Generating Unit SKRA G2 - GASTUR12 on 27 Nov 2019 at 0001Hrs was without Final Approval.
27/11/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
27/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
28/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SKRA G2 - GASTUR12 on 28 Nov 2019 at 0001Hrs was without Final Approval.
28/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
28/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
28/11/2019,0:00,23:30,TP Utilities ,1.266428,103.672143,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
28/11/2019,10:30,11:00,TuasOne ,1.308372,103.631444,Outage of Pioneer Sector 66/22kV transformer No. 2 on 28 Nov 2019 at 1032Hrs was without Final Approval.
28/11/2019,18:00,19:00,Tuas Power Generation ,1.287521,103.640834,Fuel changeover test of Generating Unit KMCBLK3 was carried out and completed on 28 Nov 2019 at the following timing. Gas to Diesel : From 1803Hrs - 1812Hrs. Diesel to Gas : From 1845Hrs - 1853Hrs.
28/11/2019,18:00,19:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 28 Nov 2019 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1850Hrs.
29/11/2019,0:00,12:00,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit SKRA G2 - GASTUR12 on 28 Nov 2019 at 0001Hrs was without Final Approval.
29/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
29/11/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
29/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP6 on 29 Nov 2019 at 0001Hrs was without Final Approval.
29/11/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
29/11/2019,18:00,19:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 29 Nov 2019 at the following timing. Gas to Gas : From 1801Hrs - 1809Hrs. Gas to Gas : From 1908Hrs - 1912Hrs.
29/11/2019,18:00,19:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 29 Nov 2019 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1901Hrs.
29/11/2019,20:00,21:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Fuel changeover test of Generating Unit SERCCP4 was carried out and completed on 29 Nov 2019 at the following timing. Gas to Gas : From 2001Hrs - 2009Hrs. Gas to Gas : From 2101Hrs - 2105Hrs.
29/11/2019,20:00,21:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Fuel changeover test of Generating Unit SERCCP4 is anticipated to carry out on 29 Nov 2019 at the following timing. Gas to Gas : At about 2001Hrs. Gas to Gas : At about 2101Hrs.
30/11/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SNKCCP6 on 29 Nov 2019 at 0001Hrs was without Final Approval.
30/11/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
30/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
30/11/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
30/11/2019,9:30,10:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Forced outage of generating unit SKRA G2 at 4MW on 30 Nov 2019 at 09:33Hrs. 
1/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit SNKCCP6 on 29 Nov 2019 at 0001Hrs was without Final Approval.
1/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
1/12/2019,0:00,23:30,PacificLight Power ,1.286848,103.722708,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
1/12/2019,0:00,23:30,Keppel Merlimau Cogen ,1.282498,103.675245,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
1/12/2019,8:30,9:00,Keppel Merlimau Cogen ,1.282498,103.675245,Forced outage of generating unit SKRA G2 at 66MW on 01 Dec 2019 at 08:35Hrs. 
2/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
2/12/2019,0:00,23:30,Shell Eastern Petroleum ,1.228974,103.767913,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
2/12/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
2/12/2019,0:00,23:30,Senoko Waste-To-Energy ,1.265026,103.818275,Outage of Generating Unit SNKCCP6 on 29 Nov 2019 at 0001Hrs was without Final Approval.
2/12/2019,15:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,PowerGas has completed the in-line inspection for TL3 pipeline on 02 Dec 2019 at 19:44 Hrs for the day
2/12/2019,15:00,23:30,SembCorp Cogen ,1.256499,103.701611,PowerGas will be carrying out in-line inspection for TL3 pipeline on 02 Dec 2019
2/12/2019,15:00,23:30,SembCorp Cogen ,1.256499,103.701611,PowerGas has completed the in-line inspection for TL3 pipeline on 05 Dec 2019 at 22:15 Hrs for the day.
2/12/2019,15:00,23:30,Tuaspring ,1.301691,103.623691,PowerGas has completed the in-line inspection for TL3 pipeline on 03 Dec 2019 at 21:05 Hrs for the day.
2/12/2019,20:00,21:00,Tuaspring ,1.301691,103.623691,Fuel changeover test of Generating Unit SERCCP1 was carried out and completed on 02 Dec 2019 at the following timing. Gas to Diesel : From 2001Hrs - 2004Hrs. Diesel to Gas : From 2039Hrs - 2043Hrs.
2/12/2019,20:00,21:00,Singapore Refining Company ,1.290862,103.712448,Fuel changeover test of Generating Unit SERCCP1 is anticipated to carry out on 02 Dec 2019 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
3/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
3/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
3/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
3/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,PowerGas has completed the in-line inspection for TL3 pipeline on 03 Dec 2019 at 21:05 Hrs for the day.
3/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP6 on 29 Nov 2019 at 0001Hrs was without Final Approval.
3/12/2019,0:00,23:30,TP Utilities ,1.266428,103.672143,PowerGas has completed the in-line inspection for TL3 pipeline on 02 Dec 2019 at 19:44 Hrs for the day
3/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,PowerGas has completed the in-line inspection for TL3 pipeline on 05 Dec 2019 at 22:15 Hrs for the day.
3/12/2019,0:00,23:30,Tuas Power Generation ,1.287521,103.640834,PowerGas will be carrying out in-line inspection for TL3 pipeline on 02 Dec 2019
3/12/2019,14:00,15:30,Senoko Energy ,1.464911,103.798805,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 03 Dec 2019 from 1410Hrs to 1510Hrs.
